,img_id,img_name,img_path,category_id,label,img_set
98,image_00159,image_00159.jpg,jpg/image_00159.jpg,76.0,passion flower,train
99,image_00216,image_00216.jpg,jpg/image_00216.jpg,76.0,passion flower,train
100,image_00030,image_00030.jpg,jpg/image_00030.jpg,76.0,passion flower,train
101,image_00161,image_00161.jpg,jpg/image_00161.jpg,76.0,passion flower,train
102,image_00077,image_00077.jpg,jpg/image_00077.jpg,76.0,passion flower,train
103,image_00198,image_00198.jpg,jpg/image_00198.jpg,76.0,passion flower,train
104,image_00043,image_00043.jpg,jpg/image_00043.jpg,76.0,passion flower,train
105,image_00147,image_00147.jpg,jpg/image_00147.jpg,76.0,passion flower,train
106,image_00250,image_00250.jpg,jpg/image_00250.jpg,76.0,passion flower,train
107,image_00080,image_00080.jpg,jpg/image_00080.jpg,76.0,passion flower,train
108,image_00070,image_00070.jpg,jpg/image_00070.jpg,76.0,passion flower,train
109,image_00203,image_00203.jpg,jpg/image_00203.jpg,76.0,passion flower,train
110,image_00225,image_00225.jpg,jpg/image_00225.jpg,76.0,passion flower,train
111,image_00163,image_00163.jpg,jpg/image_00163.jpg,76.0,passion flower,train
112,image_00236,image_00236.jpg,jpg/image_00236.jpg,76.0,passion flower,train
113,image_00046,image_00046.jpg,jpg/image_00046.jpg,76.0,passion flower,train
114,image_00105,image_00105.jpg,jpg/image_00105.jpg,76.0,passion flower,train
115,image_00166,image_00166.jpg,jpg/image_00166.jpg,76.0,passion flower,train
116,image_00177,image_00177.jpg,jpg/image_00177.jpg,76.0,passion flower,train
117,image_00065,image_00065.jpg,jpg/image_00065.jpg,76.0,passion flower,train
118,image_00205,image_00205.jpg,jpg/image_00205.jpg,76.0,passion flower,train
119,image_00071,image_00071.jpg,jpg/image_00071.jpg,76.0,passion flower,train
120,image_00194,image_00194.jpg,jpg/image_00194.jpg,76.0,passion flower,train
121,image_00047,image_00047.jpg,jpg/image_00047.jpg,76.0,passion flower,train
122,image_00112,image_00112.jpg,jpg/image_00112.jpg,76.0,passion flower,train
123,image_00062,image_00062.jpg,jpg/image_00062.jpg,76.0,passion flower,train
124,image_00150,image_00150.jpg,jpg/image_00150.jpg,76.0,passion flower,train
125,image_00122,image_00122.jpg,jpg/image_00122.jpg,76.0,passion flower,train
126,image_00341,image_00341.jpg,jpg/image_00341.jpg,72.0,water lily,train
127,image_00384,image_00384.jpg,jpg/image_00384.jpg,72.0,water lily,train
128,image_00369,image_00369.jpg,jpg/image_00369.jpg,72.0,water lily,train
129,image_00288,image_00288.jpg,jpg/image_00288.jpg,72.0,water lily,train
130,image_00314,image_00314.jpg,jpg/image_00314.jpg,72.0,water lily,train
131,image_00258,image_00258.jpg,jpg/image_00258.jpg,72.0,water lily,train
132,image_00394,image_00394.jpg,jpg/image_00394.jpg,72.0,water lily,train
133,image_00299,image_00299.jpg,jpg/image_00299.jpg,72.0,water lily,train
134,image_00269,image_00269.jpg,jpg/image_00269.jpg,72.0,water lily,train
135,image_00293,image_00293.jpg,jpg/image_00293.jpg,72.0,water lily,train
136,image_00315,image_00315.jpg,jpg/image_00315.jpg,72.0,water lily,train
137,image_00374,image_00374.jpg,jpg/image_00374.jpg,72.0,water lily,train
138,image_00323,image_00323.jpg,jpg/image_00323.jpg,72.0,water lily,train
139,image_00350,image_00350.jpg,jpg/image_00350.jpg,72.0,water lily,train
140,image_00285,image_00285.jpg,jpg/image_00285.jpg,72.0,water lily,train
141,image_00283,image_00283.jpg,jpg/image_00283.jpg,72.0,water lily,train
142,image_00331,image_00331.jpg,jpg/image_00331.jpg,72.0,water lily,train
143,image_00343,image_00343.jpg,jpg/image_00343.jpg,72.0,water lily,train
144,image_00363,image_00363.jpg,jpg/image_00363.jpg,72.0,water lily,train
145,image_00420,image_00420.jpg,jpg/image_00420.jpg,72.0,water lily,train
146,image_00427,image_00427.jpg,jpg/image_00427.jpg,72.0,water lily,train
147,image_00371,image_00371.jpg,jpg/image_00371.jpg,72.0,water lily,train
148,image_00279,image_00279.jpg,jpg/image_00279.jpg,72.0,water lily,train
149,image_00383,image_00383.jpg,jpg/image_00383.jpg,72.0,water lily,train
150,image_00431,image_00431.jpg,jpg/image_00431.jpg,72.0,water lily,train
151,image_00336,image_00336.jpg,jpg/image_00336.jpg,72.0,water lily,train
152,image_00333,image_00333.jpg,jpg/image_00333.jpg,72.0,water lily,train
153,image_00387,image_00387.jpg,jpg/image_00387.jpg,72.0,water lily,train
154,image_00254,image_00254.jpg,jpg/image_00254.jpg,72.0,water lily,train
155,image_00260,image_00260.jpg,jpg/image_00260.jpg,72.0,water lily,train
156,image_00318,image_00318.jpg,jpg/image_00318.jpg,72.0,water lily,train
157,image_00316,image_00316.jpg,jpg/image_00316.jpg,72.0,water lily,train
158,image_00275,image_00275.jpg,jpg/image_00275.jpg,72.0,water lily,train
159,image_00267,image_00267.jpg,jpg/image_00267.jpg,72.0,water lily,train
160,image_00319,image_00319.jpg,jpg/image_00319.jpg,72.0,water lily,train
161,image_00271,image_00271.jpg,jpg/image_00271.jpg,72.0,water lily,train
162,image_00296,image_00296.jpg,jpg/image_00296.jpg,72.0,water lily,train
163,image_00395,image_00395.jpg,jpg/image_00395.jpg,72.0,water lily,train
164,image_00342,image_00342.jpg,jpg/image_00342.jpg,72.0,water lily,train
165,image_00297,image_00297.jpg,jpg/image_00297.jpg,72.0,water lily,train
166,image_00274,image_00274.jpg,jpg/image_00274.jpg,72.0,water lily,train
167,image_00345,image_00345.jpg,jpg/image_00345.jpg,72.0,water lily,train
168,image_00357,image_00357.jpg,jpg/image_00357.jpg,72.0,water lily,train
169,image_00291,image_00291.jpg,jpg/image_00291.jpg,72.0,water lily,train
170,image_00328,image_00328.jpg,jpg/image_00328.jpg,72.0,water lily,train
171,image_00370,image_00370.jpg,jpg/image_00370.jpg,72.0,water lily,train
172,image_00259,image_00259.jpg,jpg/image_00259.jpg,72.0,water lily,train
173,image_00385,image_00385.jpg,jpg/image_00385.jpg,72.0,water lily,train
174,image_00332,image_00332.jpg,jpg/image_00332.jpg,72.0,water lily,train
175,image_00415,image_00415.jpg,jpg/image_00415.jpg,72.0,water lily,train
176,image_00416,image_00416.jpg,jpg/image_00416.jpg,72.0,water lily,train
177,image_00418,image_00418.jpg,jpg/image_00418.jpg,72.0,water lily,train
178,image_00393,image_00393.jpg,jpg/image_00393.jpg,72.0,water lily,train
179,image_00308,image_00308.jpg,jpg/image_00308.jpg,72.0,water lily,train
180,image_00437,image_00437.jpg,jpg/image_00437.jpg,72.0,water lily,train
181,image_00360,image_00360.jpg,jpg/image_00360.jpg,72.0,water lily,train
182,image_00329,image_00329.jpg,jpg/image_00329.jpg,72.0,water lily,train
183,image_00290,image_00290.jpg,jpg/image_00290.jpg,72.0,water lily,train
184,image_00356,image_00356.jpg,jpg/image_00356.jpg,72.0,water lily,train
185,image_00372,image_00372.jpg,jpg/image_00372.jpg,72.0,water lily,train
186,image_00311,image_00311.jpg,jpg/image_00311.jpg,72.0,water lily,train
187,image_00302,image_00302.jpg,jpg/image_00302.jpg,72.0,water lily,train
188,image_00252,image_00252.jpg,jpg/image_00252.jpg,72.0,water lily,train
189,image_00255,image_00255.jpg,jpg/image_00255.jpg,72.0,water lily,train
190,image_00386,image_00386.jpg,jpg/image_00386.jpg,72.0,water lily,train
191,image_00353,image_00353.jpg,jpg/image_00353.jpg,72.0,water lily,train
192,image_00380,image_00380.jpg,jpg/image_00380.jpg,72.0,water lily,train
193,image_00264,image_00264.jpg,jpg/image_00264.jpg,72.0,water lily,train
194,image_00417,image_00417.jpg,jpg/image_00417.jpg,72.0,water lily,train
195,image_00313,image_00313.jpg,jpg/image_00313.jpg,72.0,water lily,train
196,image_00284,image_00284.jpg,jpg/image_00284.jpg,72.0,water lily,train
197,image_00443,image_00443.jpg,jpg/image_00443.jpg,72.0,water lily,train
198,image_00347,image_00347.jpg,jpg/image_00347.jpg,72.0,water lily,train
199,image_00321,image_00321.jpg,jpg/image_00321.jpg,72.0,water lily,train
200,image_00364,image_00364.jpg,jpg/image_00364.jpg,72.0,water lily,train
201,image_00307,image_00307.jpg,jpg/image_00307.jpg,72.0,water lily,train
202,image_00407,image_00407.jpg,jpg/image_00407.jpg,72.0,water lily,train
203,image_00434,image_00434.jpg,jpg/image_00434.jpg,72.0,water lily,train
204,image_00344,image_00344.jpg,jpg/image_00344.jpg,72.0,water lily,train
205,image_00435,image_00435.jpg,jpg/image_00435.jpg,72.0,water lily,train
206,image_00309,image_00309.jpg,jpg/image_00309.jpg,72.0,water lily,train
207,image_00405,image_00405.jpg,jpg/image_00405.jpg,72.0,water lily,train
208,image_00272,image_00272.jpg,jpg/image_00272.jpg,72.0,water lily,train
209,image_00305,image_00305.jpg,jpg/image_00305.jpg,72.0,water lily,train
210,image_00366,image_00366.jpg,jpg/image_00366.jpg,72.0,water lily,train
211,image_00282,image_00282.jpg,jpg/image_00282.jpg,72.0,water lily,train
212,image_00421,image_00421.jpg,jpg/image_00421.jpg,72.0,water lily,train
213,image_00440,image_00440.jpg,jpg/image_00440.jpg,72.0,water lily,train
214,image_00365,image_00365.jpg,jpg/image_00365.jpg,72.0,water lily,train
215,image_00442,image_00442.jpg,jpg/image_00442.jpg,72.0,water lily,train
216,image_00263,image_00263.jpg,jpg/image_00263.jpg,72.0,water lily,train
217,image_00402,image_00402.jpg,jpg/image_00402.jpg,72.0,water lily,train
218,image_00391,image_00391.jpg,jpg/image_00391.jpg,72.0,water lily,train
219,image_00367,image_00367.jpg,jpg/image_00367.jpg,72.0,water lily,train
220,image_00253,image_00253.jpg,jpg/image_00253.jpg,72.0,water lily,train
221,image_00355,image_00355.jpg,jpg/image_00355.jpg,72.0,water lily,train
222,image_00430,image_00430.jpg,jpg/image_00430.jpg,72.0,water lily,train
223,image_00535,image_00535.jpg,jpg/image_00535.jpg,87.0,cyclamen,train
224,image_00480,image_00480.jpg,jpg/image_00480.jpg,87.0,cyclamen,train
225,image_00511,image_00511.jpg,jpg/image_00511.jpg,87.0,cyclamen,train
226,image_00588,image_00588.jpg,jpg/image_00588.jpg,87.0,cyclamen,train
227,image_00583,image_00583.jpg,jpg/image_00583.jpg,87.0,cyclamen,train
228,image_00546,image_00546.jpg,jpg/image_00546.jpg,87.0,cyclamen,train
229,image_08082,image_08082.jpg,jpg/image_08082.jpg,87.0,cyclamen,train
230,image_00500,image_00500.jpg,jpg/image_00500.jpg,87.0,cyclamen,train
231,image_00578,image_00578.jpg,jpg/image_00578.jpg,87.0,cyclamen,train
232,image_00510,image_00510.jpg,jpg/image_00510.jpg,87.0,cyclamen,train
233,image_00505,image_00505.jpg,jpg/image_00505.jpg,87.0,cyclamen,train
234,image_00597,image_00597.jpg,jpg/image_00597.jpg,87.0,cyclamen,train
235,image_00590,image_00590.jpg,jpg/image_00590.jpg,87.0,cyclamen,train
236,image_00483,image_00483.jpg,jpg/image_00483.jpg,87.0,cyclamen,train
237,image_00539,image_00539.jpg,jpg/image_00539.jpg,87.0,cyclamen,train
238,image_00470,image_00470.jpg,jpg/image_00470.jpg,87.0,cyclamen,train
239,image_00458,image_00458.jpg,jpg/image_00458.jpg,87.0,cyclamen,train
240,image_00522,image_00522.jpg,jpg/image_00522.jpg,87.0,cyclamen,train
241,image_00555,image_00555.jpg,jpg/image_00555.jpg,87.0,cyclamen,train
242,image_00564,image_00564.jpg,jpg/image_00564.jpg,87.0,cyclamen,train
243,image_00559,image_00559.jpg,jpg/image_00559.jpg,87.0,cyclamen,train
244,image_00488,image_00488.jpg,jpg/image_00488.jpg,87.0,cyclamen,train
245,image_00495,image_00495.jpg,jpg/image_00495.jpg,87.0,cyclamen,train
246,image_00512,image_00512.jpg,jpg/image_00512.jpg,87.0,cyclamen,train
247,image_00595,image_00595.jpg,jpg/image_00595.jpg,87.0,cyclamen,train
248,image_00513,image_00513.jpg,jpg/image_00513.jpg,87.0,cyclamen,train
249,image_00542,image_00542.jpg,jpg/image_00542.jpg,87.0,cyclamen,train
250,image_00577,image_00577.jpg,jpg/image_00577.jpg,87.0,cyclamen,train
251,image_00494,image_00494.jpg,jpg/image_00494.jpg,87.0,cyclamen,train
252,image_00509,image_00509.jpg,jpg/image_00509.jpg,87.0,cyclamen,train
253,image_00455,image_00455.jpg,jpg/image_00455.jpg,87.0,cyclamen,train
254,image_00585,image_00585.jpg,jpg/image_00585.jpg,87.0,cyclamen,train
255,image_00459,image_00459.jpg,jpg/image_00459.jpg,87.0,cyclamen,train
256,image_00573,image_00573.jpg,jpg/image_00573.jpg,87.0,cyclamen,train
257,image_00456,image_00456.jpg,jpg/image_00456.jpg,87.0,cyclamen,train
258,image_00469,image_00469.jpg,jpg/image_00469.jpg,87.0,cyclamen,train
259,image_00506,image_00506.jpg,jpg/image_00506.jpg,87.0,cyclamen,train
260,image_00569,image_00569.jpg,jpg/image_00569.jpg,87.0,cyclamen,train
261,image_00586,image_00586.jpg,jpg/image_00586.jpg,87.0,cyclamen,train
262,image_00493,image_00493.jpg,jpg/image_00493.jpg,87.0,cyclamen,train
263,image_00526,image_00526.jpg,jpg/image_00526.jpg,87.0,cyclamen,train
264,image_00536,image_00536.jpg,jpg/image_00536.jpg,87.0,cyclamen,train
265,image_00589,image_00589.jpg,jpg/image_00589.jpg,87.0,cyclamen,train
266,image_00517,image_00517.jpg,jpg/image_00517.jpg,87.0,cyclamen,train
267,image_00571,image_00571.jpg,jpg/image_00571.jpg,87.0,cyclamen,train
268,image_00557,image_00557.jpg,jpg/image_00557.jpg,87.0,cyclamen,train
269,image_00523,image_00523.jpg,jpg/image_00523.jpg,87.0,cyclamen,train
270,image_00579,image_00579.jpg,jpg/image_00579.jpg,87.0,cyclamen,train
271,image_00476,image_00476.jpg,jpg/image_00476.jpg,87.0,cyclamen,train
272,image_00570,image_00570.jpg,jpg/image_00570.jpg,87.0,cyclamen,train
273,image_00563,image_00563.jpg,jpg/image_00563.jpg,87.0,cyclamen,train
274,image_00507,image_00507.jpg,jpg/image_00507.jpg,87.0,cyclamen,train
275,image_00461,image_00461.jpg,jpg/image_00461.jpg,87.0,cyclamen,train
276,image_00460,image_00460.jpg,jpg/image_00460.jpg,87.0,cyclamen,train
277,image_00492,image_00492.jpg,jpg/image_00492.jpg,87.0,cyclamen,train
278,image_00567,image_00567.jpg,jpg/image_00567.jpg,87.0,cyclamen,train
279,image_00544,image_00544.jpg,jpg/image_00544.jpg,87.0,cyclamen,train
280,image_00474,image_00474.jpg,jpg/image_00474.jpg,87.0,cyclamen,train
281,image_00487,image_00487.jpg,jpg/image_00487.jpg,87.0,cyclamen,train
282,image_00543,image_00543.jpg,jpg/image_00543.jpg,87.0,cyclamen,train
283,image_00540,image_00540.jpg,jpg/image_00540.jpg,87.0,cyclamen,train
284,image_00552,image_00552.jpg,jpg/image_00552.jpg,87.0,cyclamen,train
285,image_00518,image_00518.jpg,jpg/image_00518.jpg,87.0,cyclamen,train
286,image_00550,image_00550.jpg,jpg/image_00550.jpg,87.0,cyclamen,train
287,image_00446,image_00446.jpg,jpg/image_00446.jpg,87.0,cyclamen,train
288,image_00530,image_00530.jpg,jpg/image_00530.jpg,87.0,cyclamen,train
289,image_00475,image_00475.jpg,jpg/image_00475.jpg,87.0,cyclamen,train
290,image_00457,image_00457.jpg,jpg/image_00457.jpg,87.0,cyclamen,train
291,image_00556,image_00556.jpg,jpg/image_00556.jpg,87.0,cyclamen,train
292,image_00497,image_00497.jpg,jpg/image_00497.jpg,87.0,cyclamen,train
293,image_00558,image_00558.jpg,jpg/image_00558.jpg,87.0,cyclamen,train
294,image_00481,image_00481.jpg,jpg/image_00481.jpg,87.0,cyclamen,train
295,image_00549,image_00549.jpg,jpg/image_00549.jpg,87.0,cyclamen,train
296,image_00584,image_00584.jpg,jpg/image_00584.jpg,87.0,cyclamen,train
297,image_00462,image_00462.jpg,jpg/image_00462.jpg,87.0,cyclamen,train
298,image_00463,image_00463.jpg,jpg/image_00463.jpg,87.0,cyclamen,train
299,image_00593,image_00593.jpg,jpg/image_00593.jpg,87.0,cyclamen,train
300,image_00604,image_00604.jpg,jpg/image_00604.jpg,88.0,watercress,train
301,image_00610,image_00610.jpg,jpg/image_00610.jpg,88.0,watercress,train
302,image_00675,image_00675.jpg,jpg/image_00675.jpg,88.0,watercress,train
303,image_00716,image_00716.jpg,jpg/image_00716.jpg,88.0,watercress,train
304,image_00626,image_00626.jpg,jpg/image_00626.jpg,88.0,watercress,train
305,image_00754,image_00754.jpg,jpg/image_00754.jpg,88.0,watercress,train
306,image_00778,image_00778.jpg,jpg/image_00778.jpg,88.0,watercress,train
307,image_00658,image_00658.jpg,jpg/image_00658.jpg,88.0,watercress,train
308,image_00600,image_00600.jpg,jpg/image_00600.jpg,88.0,watercress,train
309,image_00632,image_00632.jpg,jpg/image_00632.jpg,88.0,watercress,train
310,image_00740,image_00740.jpg,jpg/image_00740.jpg,88.0,watercress,train
311,image_00780,image_00780.jpg,jpg/image_00780.jpg,88.0,watercress,train
312,image_00627,image_00627.jpg,jpg/image_00627.jpg,88.0,watercress,train
313,image_00739,image_00739.jpg,jpg/image_00739.jpg,88.0,watercress,train
314,image_00617,image_00617.jpg,jpg/image_00617.jpg,88.0,watercress,train
315,image_00714,image_00714.jpg,jpg/image_00714.jpg,88.0,watercress,train
316,image_00768,image_00768.jpg,jpg/image_00768.jpg,88.0,watercress,train
317,image_00769,image_00769.jpg,jpg/image_00769.jpg,88.0,watercress,train
318,image_00668,image_00668.jpg,jpg/image_00668.jpg,88.0,watercress,train
319,image_00729,image_00729.jpg,jpg/image_00729.jpg,88.0,watercress,train
320,image_00760,image_00760.jpg,jpg/image_00760.jpg,88.0,watercress,train
321,image_00636,image_00636.jpg,jpg/image_00636.jpg,88.0,watercress,train
322,image_00746,image_00746.jpg,jpg/image_00746.jpg,88.0,watercress,train
323,image_00774,image_00774.jpg,jpg/image_00774.jpg,88.0,watercress,train
324,image_00606,image_00606.jpg,jpg/image_00606.jpg,88.0,watercress,train
325,image_00731,image_00731.jpg,jpg/image_00731.jpg,88.0,watercress,train
326,image_00679,image_00679.jpg,jpg/image_00679.jpg,88.0,watercress,train
327,image_00759,image_00759.jpg,jpg/image_00759.jpg,88.0,watercress,train
328,image_00651,image_00651.jpg,jpg/image_00651.jpg,88.0,watercress,train
329,image_00747,image_00747.jpg,jpg/image_00747.jpg,88.0,watercress,train
330,image_00709,image_00709.jpg,jpg/image_00709.jpg,88.0,watercress,train
331,image_00763,image_00763.jpg,jpg/image_00763.jpg,88.0,watercress,train
332,image_00614,image_00614.jpg,jpg/image_00614.jpg,88.0,watercress,train
333,image_00620,image_00620.jpg,jpg/image_00620.jpg,88.0,watercress,train
334,image_00767,image_00767.jpg,jpg/image_00767.jpg,88.0,watercress,train
335,image_00718,image_00718.jpg,jpg/image_00718.jpg,88.0,watercress,train
336,image_00609,image_00609.jpg,jpg/image_00609.jpg,88.0,watercress,train
337,image_00700,image_00700.jpg,jpg/image_00700.jpg,88.0,watercress,train
338,image_00686,image_00686.jpg,jpg/image_00686.jpg,88.0,watercress,train
339,image_00764,image_00764.jpg,jpg/image_00764.jpg,88.0,watercress,train
340,image_00674,image_00674.jpg,jpg/image_00674.jpg,88.0,watercress,train
341,image_00724,image_00724.jpg,jpg/image_00724.jpg,88.0,watercress,train
342,image_00691,image_00691.jpg,jpg/image_00691.jpg,88.0,watercress,train
343,image_00616,image_00616.jpg,jpg/image_00616.jpg,88.0,watercress,train
344,image_00727,image_00727.jpg,jpg/image_00727.jpg,88.0,watercress,train
345,image_00638,image_00638.jpg,jpg/image_00638.jpg,88.0,watercress,train
346,image_00687,image_00687.jpg,jpg/image_00687.jpg,88.0,watercress,train
347,image_00648,image_00648.jpg,jpg/image_00648.jpg,88.0,watercress,train
348,image_00629,image_00629.jpg,jpg/image_00629.jpg,88.0,watercress,train
349,image_00602,image_00602.jpg,jpg/image_00602.jpg,88.0,watercress,train
